id,age,political_orientation,political_interest,np_subscription,news consumption,experiment_group,trust_t1,trust_t2,trust_t1_item1,trust_t1_item2,trust_t1_item3,trust_t1_item4,trust_t1_item5,trust_t2_item1,trust_t2_item2,trust_t2_item3,trust_t2_item4,trust_t2_item5
259,62,center,3.4566609161318973,no,10,control,5,6.313675877907208,5,5,6,4,6,4,1,7,6,6
260,57,right,5.195981912873856,yes,15,negative,5.5,6.184896537001212,5,4,5,5,6,5,1,6,4,6
261,23,left,5.116468703423034,no,7,control,5,6.196171108957185,4,2,5,5,5,6,2,6,4,6
262,46,right,4.310658374863477,no,18,negative,3.75,4.208124732422623,4,1,7,4,3,5,3,7,3,4
263,35,left,3.923472856001939,no,17,positive,5.5,6.991875462201067,5,4,5,5,6,6,4,4,6,6
264,22,center,3.1152053487796847,no,13,negative,3.75,2.6719603853804994,3,5,7,3,5,2,1,10,2,2
265,25,left,5.476956666450683,yes,16,control,5.5,6.496267374142403,5,5,5,5,6,6,9,5,4,6
266,19,left,4.000849205074758,no,12,positive,4,5.006705580272676,4,3,7,3,5,4,3,7,4,4
267,52,center,3.7265766951499084,yes,17,negative,5,5.928143098128724,5,2,6,4,6,5,7,6,4,5
268,38,left,3.5033743559022836,no,10,negative,4.5,1.9873246502157293,5,4,7,4,5,2,4,10,2,2
269,39,center,2.726814368365708,yes,15,positive,2.75,5.30644187924461,2,1,8,3,3,4,6,6,4,5
270,NA,left,2.1720316485647766,yes,15,negative,3.5,2.6030749290752553,3,3,7,3,4,2,1,9,2,3
271,41,left,3.680660501285013,yes,15,control,4.25,5.619072723181793,4,3,6,3,5,5,2,6,5,5
272,52,center,3.9513843449308204,yes,16,positive,4,4.897040267266047,4,1,7,3,5,4,4,7,4,5
273,40,right,4.511360017235289,no,16,negative,3,3.2104680185860683,3,1,10,4,4,3,1,8,3,3
274,43,left,5.4805784758057845,yes,18,positive,7,8.155126024719426,7,3,4,6,8,7,7,3,7,8
275,63,right,5.771745320562013,no,9,negative,5.25,5.350983482993222,5,3,6,5,6,4,1,7,4,5
276,59,right,3.6046733897384704,yes,18,control,4.5,3.9643009106346687,5,5,6,3,5,3,3,7,3,3
277,17,left,4.699856632621527,yes,15,negative,2.75,4.392203087420212,3,2,8,2,3,3,3,7,4,4
278,22,center,3.865448518650108,no,15,control,3.25,4.146905721796328,3,2,8,3,4,3,1,7,2,4
279,48,left,5.463772243573078,no,16,positive,7.5,10,7,3,3,7,8,7,5,1,7,9
280,39,left,3.826524141114054,yes,16,negative,4.5,5.51941371002912,4,5,6,4,5,4,1,6,3,5
281,49,right,3.275633354020374,no,9,positive,4.25,6.119183233772194,5,3,7,3,5,5,2,6,4,5
282,32,left,5.362818322603739,yes,18,control,6.5,6.318266817713984,6,3,3,5,7,5,3,5,4,6
283,62,right,5.989170476523752,yes,19,negative,5.75,6.849301401015957,5,3,4,5,6,5,2,5,5,6
284,49,center,3.1514441580425454,yes,14,negative,4.75,6.4061491586143156,5,1,6,4,5,5,3,5,6,5
285,26,left,4.382001661568202,no,14,positive,5.75,7.924147723670691,6,3,5,5,6,7,4,4,6,7
286,34,left,4.610947667652315,no,8,negative,5.25,6.658998771771229,5,3,5,4,6,5,8,5,5,6
287,37,left,3.460061134397221,no,14,positive,3.5,4.936395692396717,4,1,8,3,4,4,2,6,4,4
288,23,right,3.1195025963152014,no,15,control,2.25,1,3,1,10,2,3,1,1,10,1,1
289,40,right,3.4183879746583727,no,10,control,3.75,4.123743433308521,4,4,7,4,3,4,1,7,3,4
290,65,right,6.770094182940911,yes,18,negative,2.75,3.8713247770342876,3,2,8,2,3,3,2,8,2,3
291,25,center,5.1332479664491215,yes,14,control,3.75,3.0824165452974954,4,1,7,4,3,2,2,9,3,3
292,24,right,3.458321912642163,yes,17,control,3.75,4.7003578919194435,4,1,7,3,4,3,4,6,4,4
293,36,right,4.5899429496703235,yes,16,control,3.25,4.501737290902232,3,3,7,3,3,4,2,6,2,4
294,26,right,4.214062679651876,no,10,positive,5.5,6.546873690881061,5,4,6,6,6,5,3,4,5,6
295,40,left,2.042957633606359,no,11,negative,4.75,5.738714188499588,4,1,6,4,6,4,3,5,6,6
296,40,right,1.9759415105630271,yes,14,control,3.75,1.8496177498275088,3,2,7,4,4,1,1,9,2,1
297,54,left,1.8412190982826928,yes,18,control,5,5.290361264920702,5,2,6,5,5,5,5,7,3,5
298,54,right,4.721894067574746,yes,18,positive,4.5,7.371075342850847,5,2,7,4,5,6,3,4,6,7
299,NA,right,2.4236391143354847,no,13,negative,3.25,3.9075578292325046,4,1,8,2,4,3,5,9,3,4
300,34,right,2.820629525752654,yes,16,negative,4,4.234865620406124,4,3,7,4,4,3,1,7,3,4
301,36,right,3.7601737437095935,no,11,control,2.75,2.1145463228623056,3,1,8,2,3,2,3,10,1,2
302,64,right,1.4227066491114837,yes,20,negative,5.25,3.136907452557489,5,2,6,5,6,2,1,9,2,3
303,51,center,3.7094040008683997,no,7,negative,4,4.672822589426008,4,3,7,3,5,4,5,7,3,5
304,31,center,5.498813647737003,yes,13,positive,4,5.949233403335559,4,6,7,3,5,5,6,6,4,6
305,45,right,5.625982247325326,no,16,control,2.75,2.4033126658209953,3,2,8,2,3,2,1,9,1,2
306,43,center,3.3684529167500306,yes,16,positive,5.5,7.070404588398017,7,1,6,4,6,6,3,6,5,7
307,1970,center,3.8096808662685997,no,19,positive,4.5,4.7248070593078495,5,3,6,4,4,3,1,7,4,4
308,45,left,4.7861843797558485,yes,17,positive,7,9.39881169079867,7,6,4,6,8,8,6,4,7,9
309,28,left,4.468198701815642,no,9,control,6,6.581820178628868,6,5,5,6,6,6,1,5,5,6
310,40,center,2.9188562773773112,no,13,positive,4.75,4.270891266420266,4,2,6,4,6,3,2,8,3,4
311,25,center,3.5160381955038122,no,6,negative,3.5,2.4899964788338806,3,1,8,4,4,2,2,9,3,2
312,41,left,2.0801328835318813,no,11,control,4.75,6.111681251721633,5,2,6,4,5,5,5,6,5,6
313,26,center,2.739912736672016,no,13,control,6,8.339752260728742,5,1,4,5,7,7,1,4,6,8
314,40,center,3.9031254497178796,no,6,control,3,3.6061315012489508,3,2,8,3,3,3,1,8,2,3
315,41,left,4.510701377794987,yes,16,positive,5.5,6.526715934332337,5,3,5,5,6,5,4,6,5,6
316,54,right,4.57375970096195,yes,16,control,4.5,5.035256431128565,5,1,7,4,5,4,4,5,4,4
317,41,center,3.544023621090851,yes,18,positive,3.25,3.8662403780279835,4,4,8,2,4,3,2,8,2,3
318,35,right,3.036521130749821,no,10,control,4.25,7.23051706101119,4,2,7,4,5,5,6,5,5,7
319,65,right,4.6639105425018546,yes,18,negative,3.5,3.66715628865733,3,1,6,3,3,4,2,7,3,3
320,30,right,3.206707500569594,no,7,positive,2.25,1.310174063740872,2,1,9,2,3,1,1,10,1,1
321,36,center,3.6772392438905595,no,11,control,4.75,6.347251321509178,4,1,7,5,6,6,5,6,5,6
322,65,right,3.6548194299396743,yes,17,control,5,6.541693679472455,5,4,6,4,6,6,1,6,6,6
323,43,center,3.707223907211364,yes,17,positive,4,5.846383663212182,4,1,7,4,4,5,5,6,4,5
324,46,center,4.980564347154997,yes,16,negative,2.25,2.2384015784717763,2,4,8,2,2,2,1,9,2,2
325,38,right,3.9030447043339707,no,9,negative,3,2.6811643593255763,3,2,7,2,3,2,1,9,3,2
326,27,center,3.679131869995508,no,14,control,5,7.433463882210131,5,5,6,5,5,6,5,5,5,7
327,18,center,2.1210107514079413,yes,15,control,4,5.198603606337922,4,4,7,4,4,5,2,8,3,5
328,48,right,3.7559772392230255,yes,16,positive,2.5,2.538842767035285,2,1,8,3,2,3,2,8,2,2
329,30,left,4.6437158536477,no,13,positive,4.5,5.094592818096427,5,2,6,4,4,5,4,8,4,4
330,37,right,2.041607634185934,yes,16,negative,2.75,4.489576374690667,3,1,9,2,4,4,3,8,2,4
331,26,left,3.5311822062473666,yes,18,control,4.75,7.761461615168711,5,2,6,4,5,6,3,5,6,7
332,63,right,4.669785909367202,yes,18,positive,3.75,4.58505068922792,3,3,7,3,5,4,3,8,4,4
333,27,left,4.438862273546798,yes,14,negative,5.25,4.365277119453935,5,5,5,5,5,3,1,7,3,4
334,49,center,4.045449315606563,yes,18,positive,3.5,5.277698010023369,4,3,8,3,4,6,3,6,4,5
335,26,left,4.637685466839692,no,13,positive,4,4.184738237287608,5,3,7,3,4,3,1,7,3,4
336,51,right,2.9656690129495984,yes,15,negative,2.75,2.9823575343863613,4,2,8,1,3,2,1,8,2,3
337,55,center,3.4422495731852347,yes,16,positive,5.5,6.141235239249546,5,1,5,5,6,4,3,5,5,6
338,42,right,3.928740962440304,no,15,negative,3.75,1.7060674881531532,3,2,7,4,4,1,1,9,1,1
339,62,right,2.5853549964119025,yes,19,positive,6,7.505537655379835,6,7,5,6,6,7,3,5,6,8
340,63,center,2.5339415514071435,yes,19,control,4.75,6.715460197983557,5,7,7,5,5,5,1,5,5,6
341,65,right,4.208782635142595,no,13,positive,3.25,5.29688553063788,3,3,9,4,4,4,2,6,4,5
342,19,left,5.198677635504829,no,3,negative,2.5,1.2384770499525066,3,5,9,2,3,1,1,10,1,1
343,45,center,3.675013252911529,no,11,negative,5,4.844317594145641,5,4,5,4,5,4,2,7,4,5
344,58,right,3.8247525272600975,yes,16,control,2.25,2.317573742955023,2,3,9,2,3,2,1,8,2,2
345,36,center,6.245235395008383,no,15,positive,4.75,7.151194928093759,5,1,7,5,5,6,5,5,5,7
346,26,left,3.6930266101104934,yes,18,control,5,5.425041734234882,5,4,6,5,5,5,7,7,4,5
347,54,right,3.897309345973405,yes,21,positive,2.75,4.562124507222637,2,2,8,3,3,4,4,7,3,4
348,37,left,4.815512851810675,no,11,positive,3,2.7889639863973494,3,2,8,2,4,2,2,8,3,3
349,27,left,5.016252019064229,yes,15,control,4.25,5.23473129576982,4,1,7,4,5,5,3,7,4,5
350,21,center,3.8899175375906783,no,9,positive,3,5.852367506856656,3,2,8,3,3,5,6,6,4,5
351,34,left,5.7976641116193015,no,15,positive,6.5,6.992390218713059,7,2,5,6,7,6,4,5,6,6
352,29,left,3.718470930684118,yes,14,negative,6,7.227883581762518,6,3,6,6,7,6,5,5,4,6
353,52,right,2.4315551425873165,yes,15,positive,5.5,7.69299007895649,6,2,6,5,6,6,1,4,5,7
354,49,left,5.981980769221771,yes,20,negative,7.75,10,8,6,3,7,8,8,4,2,8,9
355,37,right,2.7285576414795805,yes,17,negative,4,6.110273726999305,5,5,7,3,4,5,1,5,5,6
356,21,left,4.963578581170795,no,14,control,3.75,4.786212064982883,4,4,7,3,4,4,3,6,3,4
357,56,right,3.4933026023308127,yes,17,negative,5,4.000628484742122,4,2,5,5,5,3,1,8,4,4
358,41,right,5.5981528681210415,no,12,negative,4,2.7933775403246406,4,2,7,4,4,2,3,7,2,2
359,44,right,4.0049576855391145,yes,16,positive,4,5.334913387164372,4,4,7,3,5,4,3,7,4,5
360,21,center,3.967394851570606,yes,14,positive,4.25,3.2945629738872335,4,2,7,4,5,2,1,8,2,3
361,21,right,3.6054698568721113,yes,15,negative,3.25,3.7133276689703822,3,1,8,3,4,3,4,7,3,4
362,55,right,2.7195549112265285,yes,16,negative,3.5,2.825347790719187,4,1,9,4,4,3,3,10,2,2
363,31,left,2.31526679154156,yes,16,positive,5,4.797852525654886,5,1,6,5,5,4,1,8,4,4
364,57,right,4.5092111784255575,yes,18,control,4,4.975132041300715,4,4,6,3,4,4,1,7,3,5
365,21,left,4.742189294418501,no,10,positive,1.75,2.645935455607734,2,1,10,2,2,3,2,9,2,2
366,36,left,4.37077663192414,yes,15,positive,5,8.175462444936848,6,4,7,4,6,6,2,5,6,7
367,30,left,2.575164136568951,no,10,negative,3,1.5596484103307897,3,2,8,3,3,1,1,10,1,1
368,40,left,2.8745839889831,no,14,negative,3.75,3.550596006698321,4,4,7,3,4,2,1,8,3,3
369,62,right,4.88703015148776,yes,18,negative,4.5,6.811078992734906,5,4,6,4,4,5,4,5,5,6
370,62,right,4.892728330365897,yes,17,negative,3.5,5.646206131589933,4,1,7,2,4,4,1,6,4,5
371,63,right,5.0349886401647925,yes,17,control,3.25,5.27730257716677,3,2,7,2,4,5,5,6,3,5
372,26,center,2.8543309946496427,yes,16,positive,4,5.377978030165508,4,2,8,4,5,4,4,6,4,5
373,52,center,4.685432757656642,no,14,control,4,3.312699044717796,4,3,8,4,5,2,2,8,3,4
374,33,right,4.7422941693935705,no,10,negative,3.25,2.9178108106940095,3,4,8,3,4,3,2,8,2,3
375,34,left,2.0948052861731092,no,10,control,3.75,4.927603749052328,3,4,6,3,4,4,1,6,4,4
376,59,right,2.3139783770515665,yes,19,positive,3.5,6.297672834347033,4,1,7,2,4,6,1,5,5,6
377,52,center,1.6709876176942418,yes,19,control,3.75,7.792462330844879,3,2,7,4,4,6,5,4,5,7
378,49,right,4.114642710927487,yes,18,positive,4.5,5.341630544290253,4,1,6,4,5,5,1,6,3,5
379,20,left,4.964961658383699,no,4,negative,3.25,1,2,4,7,3,4,1,3,10,1,2
380,42,left,1.632540467567487,no,15,negative,3.75,3.0215411460237753,3,3,6,3,4,3,2,8,3,3
381,62,right,2.5850904307700655,yes,17,control,3.25,5.411968319929127,3,1,8,3,4,4,4,7,5,4
382,41,left,5.617952206136561,no,12,positive,4,6.246340862396995,4,5,6,3,4,5,1,5,5,6
383,63,center,3.670319324511806,yes,21,control,4.25,7.4374515577178,5,1,6,3,4,6,4,5,5,7
384,49,right,4.419585629024274,yes,17,positive,4,6.49693569470235,4,4,6,3,4,6,2,4,4,6
385,28,center,5.039593647661741,no,10,negative,4.25,4.3427327196141245,4,2,6,3,5,4,1,7,3,4
386,45,right,4.273497702334243,no,11,positive,4.5,7.348594345771211,5,5,7,5,4,6,1,4,6,7
387,24,left,5.3623866446594075,no,14,control,6,9.329497537496046,6,5,5,5,7,8,7,1,6,9
388,40,right,3.418409223462553,no,6,positive,3.5,6.075901223800116,4,1,8,3,4,5,4,4,5,6
389,62,right,2.046082482204545,no,13,positive,3.25,5.0140279268152845,3,2,8,3,4,4,2,7,4,5
390,49,center,5.497342459911064,yes,19,negative,4.75,5.461092084068134,4,4,7,5,6,3,2,6,5,5
391,46,right,3.9281185480603154,yes,16,control,4.75,3.302035794120786,5,3,6,4,5,3,1,8,2,3
392,59,center,4.085144125641176,no,17,negative,4.5,3.127520504494804,5,4,7,4,5,1,1,8,3,3
393,61,right,3.5187519239192016,no,15,positive,4.25,6.325022463717026,4,1,6,4,4,4,4,5,5,6
394,25,left,4.266692178383934,no,10,control,5.25,6.412055014709567,5,4,4,3,6,6,1,6,5,6
395,30,left,2.0312997077720656,yes,15,positive,2.75,3.3745141205726465,3,2,9,3,3,3,3,8,3,3
396,40,center,3.02300829124069,yes,17,positive,3.25,4.180109260123706,2,1,7,3,4,4,1,7,3,4
397,20,center,6.403189236851269,no,13,positive,3.5,2.6887033139129515,4,5,7,3,3,2,3,8,2,2
398,55,center,4.628317838329055,yes,18,negative,4.25,5.622932978524952,5,1,7,3,5,5,4,6,3,5
399,18,left,5.868965876346021,no,9,negative,4.75,2.8862611726016225,5,3,6,4,5,2,2,8,1,2
400,58,right,5.608056762795842,no,15,control,3.75,3.8835498675949056,3,2,7,4,4,3,1,9,3,3
401,41,right,3.7673144010459225,yes,16,positive,4.25,6.33507780088306,4,3,6,4,4,6,5,6,3,5
402,21,left,3.0726808967088752,no,10,negative,5.25,3.939259091457051,5,1,6,5,6,4,4,6,2,4
403,37,left,4.7081037261697,no,13,negative,3.5,3.5294890102521173,4,3,7,2,4,2,1,8,1,3
404,57,right,4.147559449499789,yes,17,negative,2.75,4.016809750494223,3,1,8,2,3,3,3,8,2,3
405,59,right,5.226907875709357,yes,16,negative,3,3.563213602502307,3,2,8,3,3,2,3,9,3,4
406,31,center,3.1311657085011895,no,13,control,5,6.294166479953722,4,4,5,4,6,5,3,7,5,6
407,54,center,1.8316941128973216,no,13,negative,2.75,2.5454875662177074,3,1,8,2,3,2,5,10,2,2
408,60,right,4.047698248459272,no,15,negative,4.75,4.086781105895914,5,2,6,4,5,3,1,6,4,4
409,51,right,4.16982213217003,yes,18,control,4.5,5.345020704698557,5,5,7,4,5,4,3,7,4,5
410,62,right,4.784408129301029,yes,16,control,5.25,7.555471526264613,5,2,5,4,6,6,5,4,5,7
411,42,right,5.119690969756603,yes,14,control,3,3.9381845301138414,3,3,7,2,3,4,1,8,3,3
412,49,center,3.8958678736103707,yes,17,positive,5,5.555333935777859,5,2,5,4,5,4,2,7,3,5
413,32,left,3.647168682791973,yes,17,negative,4.75,4.963669455492584,5,5,7,5,5,4,2,6,4,4
414,24,left,3.2977013156371413,yes,17,control,4,4.681327671354227,4,2,7,3,5,3,1,7,4,4
415,50,left,4.846609305285192,yes,14,positive,4.5,5.1486995573236465,4,3,6,4,5,4,2,7,3,4
416,39,center,3.4888186652071176,no,13,negative,4.75,4.3561628752157775,5,1,6,4,5,4,1,7,4,4
417,21,left,3.397804593002792,no,12,positive,4.75,8.057126958720442,5,1,7,5,5,7,3,3,6,8
418,38,left,3.5351725546723056,yes,17,negative,4,4.689056579506102,4,4,6,3,4,3,3,7,2,4
419,64,right,3.0365173959067002,yes,20,control,4.25,6.209529689471018,4,4,6,4,4,5,3,7,4,5
420,36,left,4.762700006236801,yes,16,negative,5.75,5.66683219246705,6,5,4,4,6,5,4,6,5,5
421,62,right,3.6226878607643958,yes,19,control,5.5,7.957437665360574,6,6,6,5,6,6,3,5,6,7
422,55,right,4.120435492133836,yes,17,positive,3.5,4.498674269195477,3,1,7,3,4,3,3,7,3,4
423,57,right,1.802193067783798,yes,19,positive,4.25,5.391407034611598,4,3,6,3,5,4,5,6,4,5
424,55,center,3.6907892542388985,yes,19,control,4,4.29587650073105,4,1,6,3,4,4,2,7,4,4
425,60,right,4.868520296580467,no,17,positive,4.75,5.181681513594253,5,1,6,4,5,4,3,6,4,4
426,43,center,3.053900457577539,no,11,negative,3,1,3,1,8,3,3,1,1,10,1,1
427,55,left,2.8822835902391235,yes,18,positive,6,8.10681091884094,5,4,4,5,7,6,3,4,6,7
428,29,right,2.0061632865343038,no,12,positive,3.5,6.590869259978563,3,5,7,3,4,5,4,6,5,6
429,27,left,3.7806141941611773,yes,14,positive,4,5.563063419602386,4,2,7,4,4,4,2,6,4,5
430,53,right,5.297533495267629,yes,17,control,3.25,2.7159569038456963,3,2,7,3,3,3,1,7,2,3
431,58,center,2.9544781747555677,no,17,positive,4,5.7434419390706415,4,2,6,3,4,5,4,6,4,5
432,42,right,2.8315258129878442,yes,17,negative,4,4.770748915993764,4,1,7,4,4,4,5,6,4,4
433,43,right,3.916023272524063,yes,17,positive,3.25,4.205387017813401,3,2,7,3,3,4,2,8,4,4
434,20,center,3.307954496468108,no,11,positive,3.5,7.102064921150037,3,5,8,3,5,7,3,4,5,6
435,48,right,2.8168173894662125,yes,15,negative,3.75,6.464527784229402,4,3,7,3,4,6,4,5,5,6
436,52,center,4.599119599881574,yes,16,control,5.75,6.811114582895374,5,6,4,5,6,5,5,5,5,6
437,38,right,2.591538199791084,no,8,positive,3.25,3.988123459957776,3,1,8,3,4,3,1,8,3,4
438,50,right,7,yes,20,positive,3.25,5.255099533261319,3,3,8,3,4,5,1,6,3,5
439,59,right,4.531206118789501,no,16,positive,3.75,4.636837524604176,3,2,7,4,4,4,3,7,4,5
440,59,right,4.3583408017347445,yes,21,positive,4,5.866801995334941,4,5,6,3,4,5,1,6,4,5
441,48,right,4.396396856354118,yes,16,control,3.5,4.367422721094041,3,4,7,3,4,4,1,7,3,4
442,29,left,4.050606263492394,no,12,control,5,6.842547937071523,5,4,7,5,6,6,3,6,4,7
443,37,left,4.257965423425723,yes,14,control,5,7.403783091281724,4,2,5,4,6,5,4,5,5,7
444,48,right,3.2855531673454,no,12,negative,3.75,3.7351392320199057,4,4,7,3,4,3,1,8,3,4
445,22,center,1.9679830088638544,no,7,control,2.5,2.3011649951757214,2,2,8,2,3,3,1,9,1,2
446,60,left,4.06696626337699,yes,17,negative,5.25,4.414882185730825,5,2,5,4,6,3,1,8,4,4
447,50,right,5.307533317156959,yes,17,negative,3,5.047733927506805,3,1,9,4,3,4,3,7,3,5
448,42,left,3.973177790227587,yes,14,negative,4,4.273407560915878,4,2,7,4,4,3,5,7,3,4
449,29,left,3.2977520071607964,no,14,control,5.75,5.505137469236653,5,2,5,6,6,5,3,6,4,4
450,38,center,3.870881957157206,yes,14,control,4.75,6.233300625060033,5,1,7,5,5,5,3,4,4,6
451,61,right,3.5968417108500024,yes,19,positive,4,7.097395255515475,4,2,8,4,5,5,4,5,5,7
452,42,right,4.133717311440186,no,12,negative,2.25,1.1556480465753851,2,2,9,2,3,1,2,9,1,1
453,34,left,3.5571709088950874,no,15,positive,4.5,5.795221469433546,5,3,6,3,5,5,6,7,5,5
454,51,right,2.213958126261481,yes,16,positive,2.75,4.788543684074472,3,1,8,2,3,3,1,6,4,4
455,29,left,3.034827706734556,no,8,negative,3.75,2.0138930669293367,4,1,7,2,5,2,1,9,2,2
456,38,left,4.7342154241779095,no,12,positive,6,7.090020697022334,6,2,5,5,7,6,7,5,5,6
457,23,left,3.6785976324882785,no,8,control,5,6.589033771820653,5,4,6,4,6,5,2,6,5,6
458,24,left,2.3462534804162756,no,10,control,4.25,4.392528892492365,4,2,7,3,6,4,3,8,3,4
459,39,left,4.7863768599404235,yes,15,negative,3.75,2.558262760209711,3,2,7,3,5,2,1,9,1,3
460,55,right,3.6631251643794736,yes,18,control,4.5,6.744932912865647,4,3,6,4,5,5,1,3,6,7
461,30,right,2.7518427920013826,no,17,control,4,5.917827592936907,4,3,7,4,4,5,6,6,5,6
462,48,left,4.0596656170789585,no,7,positive,4.5,7.573499214779512,4,3,6,4,5,6,4,3,7,7
463,51,right,4.3758020580548,no,12,negative,3.25,1.6017787691650252,3,3,8,3,4,2,3,10,2,1
464,57,right,5.076067128166581,yes,14,positive,4.5,7.642767354708174,5,4,7,4,5,6,3,5,5,7
465,51,right,3.0908649016322904,no,12,positive,3.75,5.330770897527751,4,1,8,3,5,4,3,6,3,5
466,30,center,5.371000807622551,no,7,negative,4.25,2.9563687855124017,5,1,7,3,5,2,2,8,3,3
467,22,center,3.818489760807439,no,11,negative,5.25,6.878938515137609,5,3,6,5,6,5,3,5,4,7
468,41,right,4.030555022937212,no,8,control,3.25,3.933377931976987,3,4,7,2,4,3,1,7,2,4
469,37,left,2.506774892619804,yes,15,positive,4.25,5.778823197226302,4,2,7,4,5,5,6,7,4,5
470,28,right,3.582472193005757,no,13,negative,5,4.732006243216379,5,1,5,4,5,4,3,6,3,4
471,NA,right,2.4530585053512546,yes,18,positive,5.75,7.170590397297515,6,3,5,5,6,6,3,6,5,6
472,26,center,3.653722916378803,no,12,positive,5.5,5.589804940114479,5,4,5,5,6,4,4,6,5,5
473,57,right,4.486549854369171,no,6,negative,2.75,1.580373347038745,3,4,9,3,3,2,2,9,2,2
474,54,right,3.007885513282568,no,13,positive,4.75,6.760042821766569,5,3,7,5,5,6,4,5,7,6
475,31,right,3.848265621803566,no,14,negative,2.75,1,3,4,9,3,3,1,1,10,1,1
476,42,center,3.043319550717967,yes,18,control,3.5,5.1304319372981215,4,1,8,3,4,4,2,7,2,5
477,24,center,4.205758650351069,no,6,negative,3.25,2.7894256548357834,3,2,7,2,4,2,1,8,2,2
478,31,left,3.359427942660748,yes,14,negative,5.75,8.121209497287694,5,3,4,5,6,8,3,4,6,8
479,51,center,3.269721135790528,yes,16,negative,4.75,5.361396967341436,5,2,6,4,5,4,2,5,4,5
480,19,left,4.1752275202232525,no,12,negative,5.5,5.682970291021102,5,6,4,4,6,5,1,5,4,5
481,44,right,1.4144317045874046,no,13,control,5,5.395141066017057,5,1,5,4,5,4,2,6,4,5
482,64,right,1.7370981770156666,yes,18,control,5.25,5.267098565676478,5,4,5,5,5,4,5,7,3,5
483,38,left,2.9571894952048154,yes,19,control,4.25,6.474831780032222,4,4,6,4,4,6,1,6,5,6
484,31,left,3.849998263672889,no,7,positive,3.75,4.8066928839337315,4,1,7,3,4,4,2,6,3,4
485,53,center,3.077312183230807,yes,15,negative,3.5,4.936245843685312,3,2,8,3,5,4,2,6,4,4
486,27,left,2.7288882878498786,yes,16,negative,4.75,6.77404128268719,4,3,6,5,5,6,3,5,5,6
487,26,left,3.517244252750239,no,11,negative,3.75,4.355263186594749,4,1,7,3,4,3,3,6,3,4
488,41,right,4.458645478017105,yes,17,negative,3.5,4.877094143309878,4,1,8,3,4,4,5,7,3,4
489,40,left,3.732545982230264,no,11,control,3.25,5.160008693351079,4,4,7,2,3,4,1,7,4,4
490,42,right,3.5577805053828455,yes,17,control,3.5,5.099010926284696,3,1,7,3,4,4,2,7,3,4
491,25,right,4.2277027409667385,no,8,negative,2.25,1,2,1,9,3,2,1,1,10,1,1
492,49,center,3.631845454891257,yes,19,positive,5.5,8.044984288520654,5,2,5,5,6,6,3,5,6,7
493,28,right,3.8841851658949706,no,11,positive,4.25,5.2281257292087675,5,2,7,4,4,4,1,6,4,4
494,34,left,3.802007574645115,yes,16,negative,4.25,5.5015361397845695,5,4,7,3,5,4,1,5,4,5
495,41,left,3.2738639244892536,no,9,positive,4.5,6.25051594035523,4,3,6,4,5,6,2,7,4,5
496,41,left,3.0048479204678396,no,10,positive,2.75,2.5742484837712594,2,4,8,3,3,2,1,9,2,3
497,28,left,4.140307358952451,no,2,positive,4,5.718362640182817,4,2,8,4,5,4,1,6,4,5
498,64,center,4.133641839123426,yes,20,control,4,4.028561439750066,4,1,7,4,4,3,2,7,2,4
499,23,left,5.7691807981123695,no,9,positive,5,5.4301605301677105,5,1,6,5,5,4,2,7,4,5
500,25,center,4.059176242478834,no,11,negative,4.5,4.886423388318248,4,5,6,4,5,5,4,6,4,4
501,43,right,3.021243047382666,no,12,negative,4.25,2.6915920570713188,4,4,6,4,4,2,1,8,3,2
502,50,right,2.7258077974325077,yes,16,control,4.75,8.685452655249858,5,5,6,4,5,7,4,4,6,8
503,54,center,2.923570357983464,yes,18,positive,6.25,5.85622965169297,6,3,4,6,6,5,2,6,3,5
504,49,center,4.248117131483388,no,11,negative,5.75,2.387689583441387,5,5,5,6,6,2,4,9,1,2
505,64,center,1.9940878313978567,yes,20,positive,5.75,8.39467942108014,5,2,5,5,7,6,6,4,6,8
506,40,center,3.5670026789995157,no,6,positive,5,5.546164793722295,5,5,7,5,6,4,2,6,4,4
507,38,center,4.923498566641289,yes,18,negative,4.75,6.764306871959435,5,2,6,4,5,6,1,5,4,6
508,39,center,5.515141376501705,no,5,control,5,6.1806345832941645,5,2,5,4,5,5,2,5,5,6
509,NA,left,1.8455279292512008,yes,18,control,4,3.9352802829579954,4,3,7,4,4,3,1,7,2,4
510,42,left,4.011337372650524,yes,17,control,4,3.9747024611753803,4,1,7,3,5,3,2,8,3,3
511,36,center,3.6372421398055117,yes,17,negative,5.25,3.931147228249091,6,4,7,5,6,4,1,9,3,4
512,22,left,4.0221714285201005,no,10,negative,5.75,3.9904695173033016,5,3,4,5,6,4,4,7,3,3
513,32,left,3.218681456294507,yes,18,positive,4.5,5.655196588813743,4,3,6,4,5,5,1,6,4,5
514,27,center,4.0914050955153005,no,13,negative,3.25,1.955259186721011,3,3,7,3,3,2,1,10,2,2
515,44,right,3.4306778077723155,no,10,negative,2.75,2.6616023996322036,2,1,7,2,3,2,1,9,2,2
516,58,center,4.281594287258088,yes,16,positive,6.25,7.033872408070406,5,7,4,6,7,6,3,5,4,6
517,52,center,2.078412090541291,yes,17,negative,3.75,5.605718451133565,3,4,6,3,4,4,3,7,4,5
518,56,right,1.3389710671165942,no,16,positive,4,6.804893038784011,4,1,7,3,5,5,6,6,6,6
